id,question,reference,prediction,difficulty,capability,industry,domain,format,score_raw,score_adjusted,has_violation,violation_detail,explanation,time_seconds,semantic_hit@1,semantic_hit@3,semantic_hit@5,semantic_hit@10,semantic_mrr,semantic_ndcg,matched_count,semantic_threshold
11,在采用蒸馏-硝酸钍容量法测定氟化锂中氟含量时，用于标定硝酸钍标准溶液的基准物质是什么？,氟化钠（基准）,"根据提供的证据，在采用蒸馏-硝酸钍容量法测定氟化锂中氟含量时，用于标定硝酸钍标准溶液的基准物质是**氟化钠（基准）**。

具体依据如下：
- 证据[1]中明确给出了硝酸钍标准滴定溶液浓度的计算公式，其中涉及“氟化钠换算成氟的系数”以及“称取氟化钠的质量”，表明标定过程中使用了氟化钠。
- 证据[3]详细描述了硝酸钍标准溶液的标定步骤：“称取0.2000 g预先在600 ℃灼烧并置于干燥器中冷却的氟化钠（基准），记下质量为m₁。用20 mL～30 mL水将氟化钠移入蒸馏烧瓶中，按分析步骤进行硝酸钍溶液的标定。同时做空白试验。” 这直接确认了基准物质为氟化钠。

因此，标定硝酸钍标准溶液所使用的基准物质是**氟化钠（基准）**，且需经过600 ℃灼烧预处理。",easy,质量计量与检测,化工材料涂料,工业通用领域,填空题,3,3.0,False,,rule-based coverage score,6.152,0.0,0.0,0.0,1.0,0.1667,0.1667,1,0.15
12,在电动机保护用断路器中，哪种附件能够区分人为分闸与故障跳闸，并在多电机系统中提升排障效率？,故障信号触点,"根据提供的证据，能够区分人为分闸与故障跳闸的附件是**辅助触点或故障指示窗口**。

- **辅助触点或故障指示窗口**：根据证据[1]，部分微型断路器型号配备辅助触点或故障指示窗口，可远程反馈脱扣状态或区分手动分闸与保护脱扣动作。这有助于运维人员快速判断故障类型，从而在多电机系统中提升排障效率。

- **应用场景**：在多电机系统中，当某台电动机的断路器跳闸时，通过辅助触点或故障指示窗口的信号，可以迅速识别是人为操作（如检修分闸）还是因过载、短路等故障导致的脱扣，从而避免盲目排查，提高故障定位和恢复效率。

**注意**：当前证据主要针对微型断路器，未明确提及电动机保护用断路器的专用附件。若需更精确的答案，建议补充电动机保护用断路器（如塑壳式或框架式）的附件选型资料。",medium,标准规范与术语,电工电器电力,工业采购领域,填空题,1,1.0,False,,rule-based coverage score,8.566,1.0,1.0,1.0,1.0,1.0,1.8333,3,0.15
13,在中空玻璃密封体系中，聚异丁烯作为第一道密封材料的主要功能及其优势是什么？,聚异丁烯在中空玻璃密封体系中作为第一道密封（阻隔密封层），主要功能是阻止外部水汽侵入玻璃空腔，防止内部干燥剂失效和玻璃起雾；其优势包括极低的水汽透过率（MVTR）、长期稳定性、不挥发、不产烟、不污染硅酮结构胶，以及与铝隔条和玻璃界面粘接牢固。,"根据检索到的证据，在中空玻璃密封体系中，聚异丁烯作为第一道密封材料（即阻隔密封层）的主要功能是**阻止外部水汽侵入玻璃空腔**，从而防止内部干燥剂失效和玻璃起雾[1]。

其核心优势包括：
1. **极低的水汽透过率（MVTR）**：这是其作为阻隔层最关键的物理性能，能有效隔绝湿气[1]。
2. **长期稳定性与耐久性**：聚异丁烯具有高度饱和的碳氢骨架，赋予其优异的抗氧化性、抗紫外线能力，在湿热、老化等严苛环境下仍能保持稳定的物理性能[2]。
3. **不挥发、不产烟、不污染硅酮结构胶**：这一特性确保了与第二道密封胶（如硅酮结构胶）的兼容性，不会因挥发物或污染而影响整体密封系统的粘接可靠性[1]。
4. **与铝隔条和玻璃界面粘接牢固**：能够可靠地粘接中空玻璃的金属隔条与玻璃基材，形成有效的初始密封[1]。

因此，国际主流中空玻璃标准（如EN 1279）均推荐采用聚异丁烯作为一次密封材料[1]。",medium,工艺原理与参数影响,化工材料涂料,工业通用领域,问答题,3,3.0,False,,rule-based coverage score,7.649,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
14,在需要材料在-70℃下仍保持良好力学性能、且用于制造柔软袋体或拉伸缠绕膜的应用场景中，ULDPE、ABS和POM三种材料中哪一种最适用？,ULDPE,"根据提供的证据，无法直接确定ULDPE、ABS和POM三种材料中哪一种最适用于-70℃下保持良好力学性能、且用于制造柔软袋体或拉伸缠绕膜的场景。原因如下：

1. **证据中未提及ULDPE、ABS和POM的具体低温性能**：检索到的证据主要涉及型钢、锻件、铸件、化学防护材料、PF材料、GPPS、氢系统用金属材料等，并未包含ULDPE（超低密度聚乙烯）、ABS（丙烯腈-丁二烯-苯乙烯共聚物）或POM（聚甲醛）的低温力学性能数据。

2. **部分证据提供了低温适用性参考，但材料不匹配**：
   - 证据[1]提到一种材料耐温等级可达-40℃至+180℃，但未指明材料类型，且-40℃下限不满足-70℃要求。
   - 证据[4]指出GPPS在低于0℃时变脆，不适用于低温，但GPPS并非问题中的三种材料。
   - 证据[13]提到氢系统用金属材料在低温工况应有良好低温韧性，但金属材料与塑料不同，且未涉及ULDPE、ABS或POM。
   - 证据[14]提到一种材料工作温度范围为-260℃至+85℃，但该材料不可熔融注射成型，通常采用模压烧结或挤出压延工艺，且未指明是否为ULDPE、ABS或POM。

3. **应用场景要求与证据不匹配**：问题要求“柔软袋体或拉伸缠绕膜”，这通常需要材料具有优异的柔韧性、低温柔性和拉伸性能。ULDPE因其低结晶度和高柔韧性，在低温下通常能保持良好性能，常用于薄膜和袋体；ABS在低温下可能变脆；POM在低温下韧性下降。但证据中未提供这些材料的低温力学性能数据。

**结论**：现有证据不足以回答该问题。需要补充以下信息：
- ULDPE、ABS和POM在-70℃下的力学性能数据（如拉伸强度、断裂伸长率、冲击强度、低温脆化温度等）。
- 这三种材料在低温下用于柔软袋体或拉伸缠绕膜的适用性评估（如柔韧性、耐穿刺性、加工性能等）。
- 相关标准或手册中关于这些材料低温应用的规定或推荐。",easy,选型与替代,化工材料涂料,工业采购领域,选择题,3,3.0,False,,rule-based coverage score,10.021,1.0,1.0,1.0,1.0,1.0,1.0,1,0.15
15,在高速电机应用中，保持架通常选用哪种材质，其优势是什么？,高速电机保持架常用聚酰胺（PA66）等工程塑料，优势为质量轻、自润滑性好。,在高速电机应用中，保持架通常选用工程塑料（如聚酰胺PA66）材质。其优势包括：质量轻，可降低高速旋转时的离心力与惯性负载；自润滑性好，能减少与滚动体的摩擦，提升运行平稳性；同时有助于改善润滑脂流动路径，提高散热效率。该材质常见于高速电机与精密设备中[1]。,hard,选型与替代,电工电器电力,工业通用领域,问答题,2,2.0,False,,rule-based coverage score,4.984,1.0,1.0,1.0,1.0,1.0,1.0,1,0.15
16,在工业电动工具选型中，为何仅参考空载转速或空载往复频率不足以判断角磨机或马刀锯的实际作业性能？,因为实际有效输出取决于负载工况、电池输出能力、电控系统响应速度以及散热设计水平，空载参数仅作为参考基准。,"根据提供的证据，在工业电动工具选型中，仅参考空载转速或空载往复频率不足以判断角磨机或马刀锯的实际作业性能，主要原因如下：

1. **空载参数仅为参考基准，实际性能受多因素影响**：证据[1]明确指出，“工具的空载参数仅作为参考基准，实际有效输出取决于负载工况、电池输出能力、电控系统响应速度以及散热设计水平”。例如，高转速角磨机若缺乏有效冷却或防护结构，在高强度作业下易出现热衰减甚至电机烧毁；马刀锯虽标称冲程频率较低，但依赖高往复力与稳健的机械导向结构保证切削稳定性。

2. **需综合考量持续功率输出、振动控制与人机工程**：证据[1]进一步强调，专业用户应综合考量工具的持续功率输出、振动控制性能、人机工程设计以及是否符合GB 3883系列电动工具安全标准等关键因素，而非仅关注空载指标。

3. **电机设计与负载能力是关键**：证据[5]提到，采用无刷纯铜电机的工具具备高效率、低发热、长寿命特性，适用于长时间高负荷作业，且取消了碳刷结构以降低维护频率。这表明电机设计直接影响负载下的实际输出能力。

综上，仅凭空载转速或往复频率无法反映工具在真实负载下的热管理、动力稳定性、安全合规性及长期可靠性。选型时应依据负载工况、散热设计、电机类型、振动控制及安全标准（如GB 3883系列）进行综合评估[1][5]。

**证据不足说明**：当前证据未提供角磨机或马刀锯具体的负载测试数据或标准（如GB/T 3783-2019中关于负载性能的条款），也未涉及振动控制的具体量化指标。若需更精确的选型指导，建议补充相关产品的负载特性曲线、散热测试报告及振动测量数据。",easy,选型与替代,电工电器电力,工业采购领域,问答题,3,3.0,False,,rule-based coverage score,9.538,1.0,1.0,1.0,1.0,1.0,1.5,2,0.15
17,在基于光学干涉的MEMS微结构应变梯度测量中，若微悬臂梁发生向下弯曲变形，应变梯度的数值应如何表示？,应变梯度取负值。,"根据提供的证据，在基于光学干涉的MEMS微结构应变梯度测量中，若微悬臂梁发生向下弯曲变形，应变梯度的数值应取**负值**。

具体依据如下：
1.  **符号约定**：证据[1]明确指出：“当微悬臂梁呈向上弯曲变形时，上述计算的应变梯度取正值；当微悬臂梁呈向下弯曲变形时，上述计算的应变梯度取负值。” 这直接规定了弯曲方向与应变梯度符号的对应关系。
2.  **变形来源**：证据[2]说明，微悬臂梁在释放后，由于残余应力的作用会产生弯曲变形，而应变梯度正是通过测量这种弯曲变形来获取的。
3.  **测量方法**：证据[8]指出，该方法利用光学干涉显微镜获得三维表面形貌，并从中提取二维轮廓线，通过计算轮廓线的弯曲变形程度来得到应变梯度。

因此，当微悬臂梁呈现向下弯曲时，根据标准中的符号约定，计算出的应变梯度数值应表示为**负值**。

**参考文献：**
[1] 电子仪表传感/工艺原理与参数影响
[2] 电子仪表传感/工艺原理与参数影响
[8] 电子仪表传感/工艺原理与参数影响",medium,工艺原理与参数影响,电子仪表传感,工业通用领域,填空题,3,3.0,False,,rule-based coverage score,7.073,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
18,在储存密度为1.84 g/cm³的浓硫酸时，若需容纳1吨物料，应选择标称容积约为多少升的塑料桶？,约543升,"好的，作为一名工业领域专家，我将根据提供的证据，为您解答这个问题。

### 逐步计算与解答

**1. 确定物料体积需求**

*   **已知条件：**
    *   物料质量：1 吨 = 1000 kg
    *   物料密度：1.84 g/cm³ = 1840 kg/m³ (因为 1 g/cm³ = 1000 kg/m³)
*   **计算所需容积：**
    *   根据公式：体积 (V) = 质量 (m) / 密度 (ρ)
    *   V = 1000 kg / 1840 kg/m³ ≈ 0.5435 m³
*   **单位换算：**
    *   1 m³ = 1000 L
    *   因此，V ≈ 0.5435 m³ × 1000 L/m³ = **543.5 L**

**2. 选择标称容积**

*   根据计算结果，储存1吨浓硫酸至少需要约543.5升的容积。
*   参考证据[2]中关于塑料桶最大容积的规定：“塑料桶为 250 L”。这表明单个标准塑料桶的容积上限为250升，无法满足543.5升的需求。
*   然而，证据[1]中提到了“30吨储罐容量达30立方米”，并指出“吨位与升容量之间存在等效换算关系（1吨≈1000升水）”。这暗示了对于大容量需求，应使用“储罐”而非“桶”。
*   证据[3]和[4]分别描述了PT-2000L和PT-250L塑料桶，说明存在大于250L的塑料桶产品。但证据[2]作为标准规范，明确规定了“塑料桶”的最大容积为250L。因此，从标准符合性角度，单个塑料桶无法满足要求。

**3. 结论与建议**

*   **直接答案：** 根据标准规范[2]，单个塑料桶的最大标称容积为250升，无法容纳1吨浓硫酸（所需容积约543.5升）。
*   **推荐方案：** 若要储存1吨浓硫酸，不应选择“塑料桶”，而应选择**塑料储罐**。根据证据[1]的换算关系，可选用标称容积为 **600 L** 或 **1000 L** 的塑料储罐（考虑到安全余量和浓硫酸的强腐蚀性，建议选择更大规格并留出安全空间）。
*   **安全提醒：** 浓硫酸具有强腐蚀性和强氧化性，储存时必须选用耐腐蚀的专用塑料（如高密度聚乙烯HDPE）储罐，并严格遵守相关安全规范，如证据[1]所述“必须配备钢制笼架或混凝土围堰，确保结构安全”。

**总结：** 基于证据[2]的规定，无法选择单个塑料桶。建议选用标称容积为 **600 L 或 1000 L** 的耐腐蚀塑料储罐。",medium,工程计算与估算,化工材料涂料,工业通用领域,计算题,2,2.0,False,,rule-based coverage score,9.316,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
19,在住宅建筑中，用于展示同层排水系统施工工艺的样板与用于展示砌体抹灰全流程工艺的样板，哪一种更侧重于体现不同基材交界处的防裂处理措施？,砌体抹灰样板,"根据提供的检索证据，无法直接回答您的问题。现有证据主要涉及建筑物出入口数量、拆装式轻钢结构活动房、建筑废弃物定义、管道检测等通用建筑规范内容，并未提及“同层排水系统施工工艺样板”或“砌体抹灰全流程工艺样板”的具体技术细节，也未涉及“不同基材交界处防裂处理措施”的对比分析。

要准确回答此问题，需要补充以下信息：
1. 关于“同层排水系统施工工艺样板”的详细构造说明，特别是其与不同基材（如混凝土楼板与轻质隔墙）交界处的处理方式。
2. 关于“砌体抹灰全流程工艺样板”的详细构造说明，特别是其在不同基材（如砌体与混凝土梁柱）交界处的防裂措施（如挂钢丝网、设置抗裂砂浆层等）。
3. 相关行业标准或施工规范中，对上述两种样板在防裂处理上的具体要求或典型做法。

建议查阅《建筑装饰装修工程质量验收规范》（GB 50210）、《住宅室内防水工程技术规范》（JGJ 298）或相关施工工艺标准图集，以获取更针对性的技术依据。",easy,工艺原理与参数影响,通用跨行业,工业采购领域,选择题,2,2.0,False,,rule-based coverage score,8.308,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
20,在医用放射防护工程中，为确保铅板接缝处不发生射线泄漏，通常采用哪些结构和材料处理方式？,采用阶梯式搭接并辅以铅泥密封。,"根据提供的证据，无法直接回答关于医用放射防护工程中铅板接缝处防止射线泄漏的具体结构和材料处理方式。现有证据主要涉及γ治疗设备的放射防护标准、源强要求、安全联锁装置、指示灯同步以及防护性能检验等宏观管理要求[1][2][3][4][5][6][7][8][9][10]，但未包含铅板接缝处防泄漏的详细工程技术细节（如搭接方式、铅板厚度补偿、密封材料类型等）。

**需要补充的信息包括：**
- 铅板接缝的典型搭接结构（如阶梯形、斜接或重叠搭接）及其最小搭接宽度要求。
- 接缝处是否需使用铅橡胶、铅玻璃或含铅密封胶等填充材料，以及这些材料的铅当量规格。
- 相关标准（如GBZ 130-2020《放射诊断放射防护要求》或NCRP 151号报告）中对铅板接缝防泄漏的具体施工工艺和验收检测方法。

建议查阅上述补充标准或工程手册以获取完整技术方案。",medium,安全合规与风险控制,安防消防防爆,工业通用领域,问答题,0,0.0,False,,rule-based coverage score,6.257,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
21,根据GB/T 33733—2017标准，哪些类型的水嘴可以通过非肢体接触方式实现启闭和流量控制，并且其中哪些属于恒温控制类型？,可通过非肢体接触方式实现启闭和流量控制的水嘴类型包括非接触式水嘴和感应恒温水嘴；其中，感应恒温水嘴属于恒温控制类型。,"根据提供的检索证据，**无法回答您的问题**。原因如下：

1.  **证据缺失**：检索到的证据中并未包含 **GB/T 33733—2017** 标准的任何内容。该标准全称为《厨卫五金 术语》，但证据片段中未提供其具体条款。
2.  **证据不相关**：提供的证据涉及其他标准（如 GB 11209-89、GB/T 18136—2008、GB/T 2900.55 等），这些标准与您询问的“水嘴启闭方式”及“恒温控制类型”无直接关联。

**所需补充信息**：
要准确回答您的问题，需要提供 **GB/T 33733—2017** 标准中关于以下内容的原文条款：
- 对“非接触式水嘴”或“感应式水嘴”的定义及分类。
- 对“恒温水嘴”或“恒温控制水嘴”的定义及分类。
- 明确列出哪些类型的水嘴属于非肢体接触控制，以及其中哪些属于恒温控制类型。",medium,标准规范与术语,机械五金加工,工业通用领域,问答题,1,1.0,False,,rule-based coverage score,8.056,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
22,根据GB/T 26467—2011标准，当泄漏介质的毒性危害程度达到什么级别时，生产单位需填写带压密封工程施工安全评估报告并提供相应安全防护措施？,泄漏介质毒性危害程度大于高度危害（含高度危害）,"根据提供的检索证据，**无法直接回答**您的问题。检索到的证据中未包含 **GB/T 26467—2011** 标准的任何条款或相关内容。

**具体分析如下：**
- 检索到的证据涉及的标准包括 GB/T 25422—2010、GB/T 5359.5、GB/T 5359.6、GB 20073—2006、GB/T 5013、GB/T 5023、GB 7000.1—2007、GB 50168、GB/T 5271.8、GB 17859—1999、GB/T 22239—2008 和 GB/T 25069—2010 等，均与 GB/T 26467—2011 无关。
- 证据中未出现“泄漏介质”、“毒性危害程度”、“带压密封工程施工安全评估报告”或“安全防护措施”等关键词。

**所需补充信息：**
要准确回答您的问题，需要提供 **GB/T 26467—2011《带压密封技术规范》** 中关于泄漏介质毒性危害分级及相应安全评估报告要求的原文条款。例如，该标准可能引用《危险化学品目录》或 GBZ 2.1《工作场所有害因素职业接触限值》中的毒性分级（如极度危害、高度危害、中度危害、轻度危害），并规定当介质达到“极度危害”或“高度危害”级别时，必须执行相应的安全评估与防护措施。",easy,安全合规与风险控制,通用跨行业,工业通用领域,填空题,2,2.0,False,,rule-based coverage score,8.256,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
23,根据国家标准GB/T 42802—2023，适用于36个月及以下婴童的沐浴座椅必须配备何种类型的束缚系统？,被动式跨部束缚系统,"根据国家标准GB/T 42802—2023的相关要求，针对适用于36个月及以下婴童的沐浴座椅，束缚系统的规定如下：

- **必须配备被动式束缚系统**：证据[1]明确指出，“适用于36个月及以下婴童使用的沐浴座椅要有被动式束缚系统”。证据[2]进一步细化为“应有被动式跨部束缚系统”。
- **禁止使用非被动式束缚系统**：证据[1]强调，此类产品“不宜有任何需要看护者操作才能释放的主动性束缚系统”，以避免在意外发生时因操作延误而耽误施救。

**实际意义**：被动式束缚系统（如跨部束缚带）无需看护者主动操作释放，能在意外发生时自动或通过简单动作解除束缚，从而提升婴童使用安全性。该条款旨在防止因束缚系统设计不当导致的救援延迟风险。

**引用来源**：[1]、[2]",hard,标准规范与术语,通用跨行业,工业通用领域,填空题,3,3.0,False,,rule-based coverage score,7.493,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
24,在潮湿、水汽或化学介质环境中，为提升微型轴承的防水防锈能力，应优先选择哪些材料或结构设计？,应优先选择不锈钢材质（如SUS304、SUS440C）或加装双面密封结构的型号，其中橡胶密封（如2RS）能有效阻挡液体渗透。,"根据提供的检索证据，**无法直接回答**关于微型轴承在潮湿、水汽或化学介质环境中提升防水防锈能力的材料或结构设计问题。现有证据主要涉及压力容器、管道材料（UPVC）、渗透测试设备、污水处理工艺及发动机油中水分污染等内容，均未提及微型轴承的材料选择、密封结构设计或表面处理工艺。

### 所需补充信息
为给出准确的技术建议，需要以下类型的证据：
1. **轴承材料标准**：如不锈钢（440C、316L）、陶瓷（Si₃N₄、ZrO₂）或工程塑料（PEEK、PTFE）在潮湿/化学环境下的耐腐蚀性能数据。
2. **密封结构设计规范**：如接触式密封（丁腈橡胶、氟橡胶）、非接触式密封（迷宫密封、间隙密封）或防尘盖（ZZ、2RS）的防水等级（IP防护等级）。
3. **表面处理工艺**：如镀铬、镀镍、DLC涂层或钝化处理对防锈能力的提升效果。
4. **润滑剂选择**：如防水润滑脂（锂基、复合磺酸钙基）或全氟聚醚（PFPE）在潮湿环境下的适用性。

### 基于现有证据的有限推论
尽管证据不直接相关，但可参考以下通用工业原则（非直接证据支持）：
- 对于化学介质环境，可借鉴[14]中UPVC对稀酸、稀碱的耐受性，但轴承材料需选用耐腐蚀不锈钢或陶瓷。
- 对于水汽环境，可参考[13]中发动机油中水分污染的机理，提示轴承需采用有效密封防止水汽侵入。

### 建议行动
请提供以下类型的标准或手册作为补充证据：
- GB/T 307《滚动轴承 通用技术规则》
- JB/T 6639《滚动轴承 零件 密封圈技术条件》
- ISO 281《滚动轴承 额定动载荷和额定寿命》
- 轴承制造商（如SKF、NSK、FAG）的选型手册中关于“耐腐蚀轴承”或“防水轴承”的章节。

**结论**：当前证据不足以回答该问题，需补充轴承专用材料与密封设计标准。",medium,选型与替代,机械五金加工,工业采购领域,问答题,1,1.0,False,,rule-based coverage score,10.401,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
25,在电路板破碎分选设备中，哪些环节分别利用了物料的密度差异和导电性差异来实现金属与非金属的分离？,气流比重选机利用密度差异进行初步分离，静电分选机利用导电性差异进行精细分离。,"根据提供的证据，在电路板破碎分选设备中，利用物料**密度差异**和**导电性差异**实现分离的环节如下表所示：

| 分离原理 | 对应环节 | 具体说明 | 证据来源 |
| :--- | :--- | :--- | :--- |
| **密度差异** | 未在证据中明确提及 | 证据中未描述利用密度（如比重、重力）进行分选的环节（例如风力分选、摇床等）。现有证据仅提到“比重分选难以完全分开的细小颗粒”，但未说明具体设备或步骤。 | 证据[2]间接提及，但未提供具体环节描述。 |
| **导电性差异** | 静电分选机 | 通过施加高压静电场，利用金属与非金属在导电性能上的本质差异，将残余金属微粒从非金属粉末中彻底分出。该环节专门处理比重分选难以分离的细小颗粒，是精细分离的核心装备。 | 证据[2]、[5] |

**结论：**
- **导电性差异**的利用在证据中有明确描述，即**静电分选机**环节。
- **密度差异**的利用在提供的证据中**没有具体环节描述**。若要完整回答，需要补充关于重力分选、气流分选或摇床等基于密度差异的分离设备信息。",easy,工艺原理与参数影响,电子仪表传感,工业通用领域,问答题,1,1.0,False,,rule-based coverage score,7.528,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
26,在数据中心资源利用的术语体系中，哪些能源类型属于可再生能源，且其定义强调了在自然过程中可再生的特性？,可再生能源包括太阳能、水能、风能、生物质能、海洋能和地热能。,"根据提供的证据，在数据中心资源利用的术语体系中，**可再生能源**的定义明确强调了“在自然过程中可再生的特性”。具体来说：

- 证据[6]指出：**可再生能源**是“一次能源的一类，在一定程度上，地球上此类能源可在自然过程中再生”。其注明的能源类型包括：**太阳能、水能、风能、生物质能、海洋能和地热能**等。

因此，符合“在自然过程中可再生的特性”的可再生能源类型为：太阳能、水能、风能、生物质能、海洋能和地热能。这些定义来源于GB/T 32910.1—2017标准[3][6]。",easy,标准规范与术语,能源储能新能源,工业通用领域,问答题,3,3.0,False,,rule-based coverage score,6.246,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
27,O-III窄带天文滤镜在光污染环境下能有效提升观测对比度，其核心透射的波长及其对应的天体类型是什么？,O-III窄带天文滤镜核心透射495.9nm和500.7nm两条波长，适用于行星状星云、超新星遗迹以及其他富含氧发射的星云。,"根据检索到的证据，O-III窄带天文滤镜的核心透射波长及其对应的天体类型如下表所示：

| 项目 | 详细说明 | 证据来源 |
|------|----------|----------|
| **核心透射波长** | 二次电离氧原子（O III）发出的两条强辐射谱线：**495.9nm** 和 **500.7nm** | [1][2] |
| **透射带宽** | 半带宽（FWHM）通常控制在约 **20nm**，部分设计锁定在 **50nm** 范围，确保高选择性透过 | [1][2] |
| **对应天体类型** | 富含氧发射的深空天体，主要包括：<br>- **行星状星云**<br>- **超新星遗迹**<br>- **其他富含氧发射的星云**（如M42猎户座大星云） | [2] |
| **提升对比度原理** | 仅透过目标天体的特征谱线，同时大幅度削弱其他波段（如汞灯、钠灯及自然天空辉光）的入射光，从而显著提升目标天体与背景天空之间的对比度 | [1][2] |

**相似点**：所有证据均一致指出O-III滤镜的核心功能是透过495.9nm和500.7nm两条氧发射线，并用于观测富含氧的星云类天体。

**差异点**：证据[1]提到透射带宽为50nm，而证据[2]指出典型半带宽为20nm，这可能是不同产品规格或设计目标的差异，但均服务于高选择性透射和背景抑制的目的。",medium,标准规范与术语,电子仪表传感,工业通用领域,填空题,2,2.0,False,,rule-based coverage score,6.665,1.0,1.0,1.0,1.0,1.0,2.0833,4,0.15
28,根据国家标准GB/T 20476—2006，松木包装材料采用热处理时，若其厚度为12厘米，应满足怎样的温度和时间要求？,木材中心温度应达到65℃以上，并持续热处理8小时以上。,"根据提供的检索证据，**无法直接回答**您的问题。原因如下：

- 您询问的标准是 **GB/T 20476—2006**（松木包装材料热处理规范），但检索到的证据中**未包含**该标准的任何条款或具体内容。
- 检索到的证据仅涉及：
  - 通用术语定义（GB/T 19677—2005、GB/T 2934—2007）[8][9]
  - 化工材料检测方法（GB/T 23961）[4]
  - 纤维增强塑料试验方法（GB/T 1446—2005）[7]
  - **均与松木包装材料热处理无关。**

**所需补充信息：**
要准确回答您的问题，需要提供 **GB/T 20476—2006** 标准中关于热处理温度与时间要求的原文条款。例如，该标准通常规定：
- 对于厚度超过一定限值的木材（如12 cm），需在特定温度（如56°C或60°C）下持续加热一定时间（如30分钟或更长），以确保芯部达到杀虫/灭菌要求。
- 具体参数需依据标准中针对不同厚度木材的表格或公式计算。

**建议：**
请提供 **GB/T 20476—2006** 标准中关于热处理温度-时间对应关系的具体条款，或直接引用该标准原文，以便给出精确答案。",hard,标准规范与术语,包装印刷,工业通用领域,问答题,0,0.0,False,,rule-based coverage score,10.848,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15
29,在安装压力变送器时，若被测介质具有腐蚀性，应采取哪些措施以确保设备正常运行和测量准确性？,必须选用具备防腐设计的专用型号，并在订货时明确提出防腐要求。,"根据提供的证据，在安装压力变送器时，若被测介质具有腐蚀性，为确保设备正常运行和测量准确性，应采取以下措施：

1. **选用防腐专用型号**：必须选用具备防腐设计的专用型号，并在订货时明确提出防腐要求，避免因材质不匹配导致测量失效或壳体泄漏[6]。

2. **避免膜片损伤**：对于平膜隔膜系列产品，严禁使用金属棒、螺丝刀等硬质异物插入或触压膜片，以防敏感元件永久损伤[6]。

3. **核对接口与安装规范**：安装时应核对被测管路或设备的螺纹接口规格与产品接口是否匹配，避免因接口不符造成无法密封或安装松动。紧固或拆卸时，必须使用合适尺寸的扳手作用于六角安装面，切勿直接旋拧壳体或信号接头，以防内部导线拉断或密封结构破坏[2]。

4. **通电预热与检查**：在测量前，应先为变送器通电预热约10分钟，以稳定内部敏感元件及信号处理电路的工作状态，并检查输出信号是否正常，确保测量性能符合要求[4]。

**证据充分性说明**：现有证据已覆盖腐蚀性介质下的选型、安装、操作等关键措施，但未提供具体的防腐材料标准（如哈氏合金、钽膜片等）或耐腐蚀等级参数。如需更详细的选型指导，建议补充相关材料标准或制造商技术手册。",easy,选型与替代,电子仪表传感,工业采购领域,问答题,3,3.0,False,,rule-based coverage score,7.912,1.0,1.0,1.0,1.0,1.0,1.8333,3,0.15
30,在铁锹的材料选择中，高碳钢相较于普通碳钢或低碳钢在性能上有哪些具体优势使其适用于多石或板结土壤作业？,高碳钢经合理热处理后，表面硬度高且保持韧性，能有效应对碎石土壤和板结地层的反复冲击，不易崩口或卷边，从而延长使用寿命并减少塑性变形导致的功能衰减。,"根据提供的证据，高碳钢相较于普通碳钢或低碳钢，在用于多石或板结土壤作业的铁锹中，具有以下具体性能优势：

| 性能优势 | 具体说明 | 证据来源 |
| :--- | :--- | :--- |
| **更高的强度与耐磨性** | 高碳钢通过合理的热处理工艺，可实现表面硬度提升，同时保持一定韧性。这使其能有效应对碎石土壤、板结地层的反复冲击而不易崩口或卷边。 | [1] |
| **更长的使用寿命** | 在频繁切入-退出土壤的作业循环中，高碳钢表现出更长的使用寿命，能减少因塑性变形导致的功能衰减。 | [1] |
| **结构可靠性提升** | 采用高碳钢整体锻造工艺制成的“高碳连体”结构，通过一体成型避免了传统铆接或焊接方式可能产生的结构弱点，显著增强受力集中区域的可靠性。 | [2] |
| **更好的力传递与抗断裂能力** | 当用户借助脚部施压进行深挖时，连体结构能均匀传递剪切力，降低断柄风险，尤其适合粘重土壤或多石环境下的持续作业。 | [2] |

**总结：** 高碳钢通过热处理获得的高硬度和耐磨性，结合整体锻造工艺带来的结构强度，使其在多石、板结等恶劣土壤条件下，相比普通碳钢或低碳钢（如Q235）具有显著优势，能有效抵抗冲击、防止变形和断裂，从而延长工具寿命并提升作业可靠性。",easy,选型与替代,机械五金加工,工业采购领域,问答题,2,2.0,False,,rule-based coverage score,8.035,1.0,1.0,1.0,1.0,1.0,1.6429,3,0.15
